,total_load,temperature_F
2008-09-19 12:00:00,132.8,73.16
2008-09-19 13:00:00,133.8,73.56
2008-09-19 14:00:00,134.2,74.12
2008-09-19 15:00:00,135.8,74.12
2008-09-19 16:00:00,138.1,73.8
2008-09-19 17:00:00,140.0,73.2
2008-09-19 18:00:00,138.2,71.56
2008-09-19 19:00:00,133.8,68.64
2008-09-19 20:00:00,138.3,65.8
2008-09-19 21:00:00,139.5,63.76
2008-09-19 22:00:00,131.8,62.84
2008-09-19 23:00:00,121.5,61.96
2008-09-20 00:00:00,110.7,61.0
2008-09-20 01:00:00,100.1,60.24
2008-09-20 02:00:00,93.8,59.48
2008-09-20 03:00:00,90.6,58.48
2008-09-20 04:00:00,89.2,58.04
2008-09-20 05:00:00,89.8,57.76
2008-09-20 06:00:00,93.0,57.72
2008-09-20 07:00:00,98.6,57.64
2008-09-20 08:00:00,105.5,58.96
2008-09-20 09:00:00,118.0,61.84
2008-09-20 10:00:00,125.8,64.6
2008-09-20 11:00:00,128.9,66.68
2008-09-20 12:00:00,131.4,68.88
2008-09-20 13:00:00,132.7,70.44
2008-09-20 14:00:00,133.1,71.44
2008-09-20 15:00:00,132.1,71.64
2008-09-20 16:00:00,132.1,72.24
2008-09-20 17:00:00,134.0,71.6
2008-09-20 18:00:00,135.0,71.0
2008-09-20 19:00:00,134.2,69.2
2008-09-20 20:00:00,142.3,67.0
2008-09-20 21:00:00,144.2,66.08
2008-09-20 22:00:00,136.4,65.12
2008-09-20 23:00:00,125.0,64.24
2008-09-21 00:00:00,113.1,63.52
2008-09-21 01:00:00,102.0,62.32
2008-09-21 02:00:00,95.7,61.6
2008-09-21 03:00:00,91.7,61.28
2008-09-21 04:00:00,89.2,60.84
2008-09-21 05:00:00,88.6,60.52
2008-09-21 06:00:00,90.0,59.76
2008-09-21 07:00:00,93.9,59.24
2008-09-21 08:00:00,101.5,60.4
2008-09-21 09:00:00,118.5,63.24
2008-09-21 10:00:00,130.0,66.8
2008-09-21 11:00:00,133.2,69.28
2008-09-21 12:00:00,133.5,71.44
2008-09-21 13:00:00,138.9,72.64
2008-09-21 14:00:00,143.5,73.48
2008-09-21 15:00:00,148.7,74.12
2008-09-21 16:00:00,151.0,74.0
2008-09-21 17:00:00,150.1,72.8
2008-09-21 18:00:00,147.3,71.8
2008-09-21 19:00:00,145.5,69.92
2008-09-21 20:00:00,154.9,68.32
2008-09-21 21:00:00,155.3,67.56
2008-09-21 22:00:00,143.3,66.6
2008-09-21 23:00:00,127.5,66.08
2008-09-22 00:00:00,112.1,65.6
2008-09-22 01:00:00,101.5,64.96
2008-09-22 02:00:00,95.6,64.88
2008-09-22 03:00:00,92.4,64.48
2008-09-22 04:00:00,91.6,64.16
2008-09-22 05:00:00,93.2,63.76
2008-09-22 06:00:00,101.3,63.56
2008-09-22 07:00:00,119.7,63.12
2008-09-22 08:00:00,121.0,63.36
2008-09-22 09:00:00,119.0,65.28
2008-09-22 10:00:00,121.7,68.96
2008-09-22 11:00:00,125.2,71.24
2008-09-22 12:00:00,127.7,72.8
2008-09-22 13:00:00,129.7,74.44
2008-09-22 14:00:00,133.3,75.56
2008-09-22 15:00:00,134.4,76.08
2008-09-22 16:00:00,134.8,76.2
2008-09-22 17:00:00,137.6,75.8
2008-09-22 18:00:00,140.3,74.4
2008-09-22 19:00:00,142.6,71.28
2008-09-22 20:00:00,151.6,67.4
2008-09-22 21:00:00,152.5,65.76
2008-09-22 22:00:00,140.7,64.84
2008-09-22 23:00:00,124.8,63.8
2008-09-23 00:00:00,109.8,62.88
2008-09-23 01:00:00,98.9,62.16
2008-09-23 02:00:00,94.2,62.2
2008-09-23 03:00:00,91.6,61.8
2008-09-23 04:00:00,90.3,61.48
2008-09-23 05:00:00,92.2,61.16
2008-09-23 06:00:00,100.6,61.28
2008-09-23 07:00:00,118.7,61.76
2008-09-23 08:00:00,120.1,62.44
2008-09-23 09:00:00,119.9,64.72
2008-09-23 10:00:00,122.4,67.32
2008-09-23 11:00:00,124.5,69.56
2008-09-23 12:00:00,126.3,71.24
2008-09-23 13:00:00,127.6,72.16
2008-09-23 14:00:00,128.9,73.36
2008-09-23 15:00:00,130.1,73.8
2008-09-23 16:00:00,132.6,73.24
2008-09-23 17:00:00,135.7,72.68
2008-09-23 18:00:00,135.8,71.16
2008-09-23 19:00:00,134.8,68.64
2008-09-23 20:00:00,144.0,65.76
2008-09-23 21:00:00,144.1,64.36
2008-09-23 22:00:00,133.2,63.16
2008-09-23 23:00:00,118.5,62.16
2008-09-24 00:00:00,104.8,61.2
2008-09-24 01:00:00,94.6,60.52
2008-09-24 02:00:00,90.3,59.64
2008-09-24 03:00:00,87.5,58.76
2008-09-24 04:00:00,87.3,58.2
2008-09-24 05:00:00,89.1,57.84
2008-09-24 06:00:00,98.9,57.2
2008-09-24 07:00:00,118.3,56.84
2008-09-24 08:00:00,119.5,57.32
2008-09-24 09:00:00,116.5,60.28
2008-09-24 10:00:00,116.6,63.48
2008-09-24 11:00:00,117.6,65.68
2008-09-24 12:00:00,116.1,67.92
2008-09-24 13:00:00,116.7,69.44
2008-09-24 14:00:00,117.1,70.12
2008-09-24 15:00:00,117.6,70.52
2008-09-24 16:00:00,117.7,70.28
2008-09-24 17:00:00,119.8,69.32
2008-09-24 18:00:00,122.7,67.56
2008-09-24 19:00:00,128.7,65.96
2008-09-24 20:00:00,139.4,64.24
2008-09-24 21:00:00,139.0,63.52
2008-09-24 22:00:00,130.1,62.76
2008-09-24 23:00:00,117.4,62.4
2008-09-25 00:00:00,104.8,62.16
2008-09-25 01:00:00,95.2,61.8
2008-09-25 02:00:00,90.9,61.2
2008-09-25 03:00:00,86.7,61.04
2008-09-25 04:00:00,86.6,60.92
2008-09-25 05:00:00,88.5,60.52
2008-09-25 06:00:00,96.6,59.8
2008-09-25 07:00:00,114.7,59.68
2008-09-25 08:00:00,121.0,60.04
2008-09-25 09:00:00,118.5,60.92
2008-09-25 10:00:00,120.8,61.92
2008-09-25 11:00:00,122.2,63.04
2008-09-25 12:00:00,124.8,64.44
2008-09-25 13:00:00,123.9,65.76
2008-09-25 14:00:00,124.1,66.56
2008-09-25 15:00:00,125.7,67.36
2008-09-25 16:00:00,126.8,67.6
2008-09-25 17:00:00,131.3,66.64
2008-09-25 18:00:00,135.5,66.08
2008-09-25 19:00:00,141.4,65.48
2008-09-25 20:00:00,147.2,65.48
2008-09-25 21:00:00,146.9,66.0
2008-09-25 22:00:00,137.4,66.04
2008-09-25 23:00:00,124.9,66.48
2008-09-26 00:00:00,113.3,66.6
2008-09-26 01:00:00,103.0,66.88
2008-09-26 02:00:00,98.4,66.72
2008-09-26 03:00:00,95.4,66.84
2008-09-26 04:00:00,94.7,67.0
2008-09-26 05:00:00,95.9,66.88
2008-09-26 06:00:00,103.6,66.84
2008-09-26 07:00:00,122.3,66.56
2008-09-26 08:00:00,124.6,66.92
2008-09-26 09:00:00,127.0,67.92
2008-09-26 10:00:00,133.6,69.4
2008-09-26 11:00:00,141.0,71.04
2008-09-26 12:00:00,147.2,72.44
2008-09-26 13:00:00,154.1,73.0
2008-09-26 14:00:00,160.2,73.2
2008-09-26 15:00:00,163.9,73.8
2008-09-26 16:00:00,168.2,73.44
2008-09-26 17:00:00,171.7,72.8
2008-09-26 18:00:00,169.5,72.12
2008-09-26 19:00:00,165.1,70.76
2008-09-26 20:00:00,168.2,69.52
2008-09-26 21:00:00,163.9,69.04
2008-09-26 22:00:00,152.5,68.72
2008-09-26 23:00:00,140.8,68.0
2008-09-27 00:00:00,127.5,67.76
2008-09-27 01:00:00,113.6,67.52
2008-09-27 02:00:00,105.2,67.04
2008-09-27 03:00:00,100.1,66.4
2008-09-27 04:00:00,97.8,65.96
2008-09-27 05:00:00,96.1,65.64
2008-09-27 06:00:00,98.4,65.76
2008-09-27 07:00:00,103.4,66.08
2008-09-27 08:00:00,108.8,66.24
2008-09-27 09:00:00,122.9,68.04
2008-09-27 10:00:00,136.6,70.52
2008-09-27 11:00:00,149.0,72.12
2008-09-27 12:00:00,162.4,73.76
2008-09-27 13:00:00,172.4,75.24
2008-09-27 14:00:00,181.5,75.96
2008-09-27 15:00:00,186.1,76.76
2008-09-27 16:00:00,189.9,76.88
2008-09-27 17:00:00,190.8,76.48
2008-09-27 18:00:00,188.0,74.8
2008-09-27 19:00:00,177.0,72.56
2008-09-27 20:00:00,176.4,70.48
2008-09-27 21:00:00,169.0,69.96
2008-09-27 22:00:00,155.5,69.4
2008-09-27 23:00:00,141.6,68.72
2008-09-28 00:00:00,127.7,67.96
2008-09-28 01:00:00,114.3,67.44
2008-09-28 02:00:00,106.1,66.96
2008-09-28 03:00:00,100.1,66.92
2008-09-28 04:00:00,96.4,66.48
2008-09-28 05:00:00,94.7,66.2
2008-09-28 06:00:00,95.3,66.08
2008-09-28 07:00:00,98.4,66.32
2008-09-28 08:00:00,105.3,66.64
2008-09-28 09:00:00,123.7,68.68
2008-09-28 10:00:00,138.4,71.52
2008-09-28 11:00:00,145.7,74.44
2008-09-28 12:00:00,151.6,76.6
2008-09-28 13:00:00,161.5,78.2
2008-09-28 14:00:00,169.5,78.8
2008-09-28 15:00:00,172.9,79.24
2008-09-28 16:00:00,173.3,79.24
2008-09-28 17:00:00,173.1,78.32
2008-09-28 18:00:00,172.3,77.6
2008-09-28 19:00:00,166.2,73.8
2008-09-28 20:00:00,170.9,71.24
2008-09-28 21:00:00,167.2,70.08
2008-09-28 22:00:00,152.8,69.2
2008-09-28 23:00:00,135.9,68.24
2008-09-29 00:00:00,119.2,67.96
2008-09-29 01:00:00,107.4,67.96
2008-09-29 02:00:00,100.8,67.16
2008-09-29 03:00:00,97.4,66.08
2008-09-29 04:00:00,95.3,65.64
2008-09-29 05:00:00,96.5,65.04
2008-09-29 06:00:00,104.0,64.4
2008-09-29 07:00:00,122.0,63.88
2008-09-29 08:00:00,122.9,64.36
2008-09-29 09:00:00,124.2,67.8
2008-09-29 10:00:00,131.6,71.4
2008-09-29 11:00:00,140.2,74.2
2008-09-29 12:00:00,150.5,76.44
2008-09-29 13:00:00,159.8,78.08
2008-09-29 14:00:00,168.3,78.64
2008-09-29 15:00:00,175.3,79.6
2008-09-29 16:00:00,179.9,79.48
2008-09-29 17:00:00,183.5,78.8
2008-09-29 18:00:00,183.2,76.92
2008-09-29 19:00:00,175.3,72.92
2008-09-29 20:00:00,176.9,70.12
2008-09-29 21:00:00,169.6,68.84
2008-09-29 22:00:00,153.0,67.44
2008-09-29 23:00:00,134.7,66.12
2008-09-30 00:00:00,116.0,65.64
2008-09-30 01:00:00,103.9,65.36
2008-09-30 02:00:00,97.4,65.2
2008-09-30 03:00:00,93.4,64.8
2008-09-30 04:00:00,91.9,64.88
2008-09-30 05:00:00,93.3,64.28
2008-09-30 06:00:00,101.2,64.0
2008-09-30 07:00:00,119.2,64.08
2008-09-30 08:00:00,122.4,64.48
2008-09-30 09:00:00,120.9,66.24
2008-09-30 10:00:00,123.0,68.96
2008-09-30 11:00:00,127.3,71.12
2008-09-30 12:00:00,132.7,72.32
2008-09-30 13:00:00,136.0,74.52
2008-09-30 14:00:00,136.8,75.68
2008-09-30 15:00:00,139.2,76.36
2008-09-30 16:00:00,142.6,76.84
2008-09-30 17:00:00,149.0,75.64
2008-09-30 18:00:00,151.7,74.52
2008-09-30 19:00:00,151.8,70.64
2008-09-30 20:00:00,159.2,69.0
2008-09-30 21:00:00,155.1,68.04
2008-09-30 22:00:00,142.7,66.84
2008-09-30 23:00:00,125.7,65.96
2008-10-01 00:00:00,125.64654377880184,65.96442396313364
2008-10-01 01:00:00,125.5930875576037,65.96884792626727
2008-10-01 02:00:00,125.53963133640553,65.97327188940092
2008-10-01 03:00:00,125.48617511520737,65.97769585253455
2008-10-01 04:00:00,125.43271889400921,65.9821198156682
2008-10-01 05:00:00,125.37926267281107,65.98654377880183
2008-10-01 06:00:00,125.3258064516129,65.99096774193548
2008-10-01 07:00:00,125.27235023041474,65.99539170506912
2008-10-01 08:00:00,125.2188940092166,65.99981566820276
2008-10-01 09:00:00,125.16543778801844,66.0042396313364
2008-10-01 10:00:00,125.11198156682028,66.00866359447004
2008-10-01 11:00:00,125.05852534562212,66.01308755760368
2008-10-01 12:00:00,125.00506912442397,66.01751152073732
2008-10-01 13:00:00,124.95161290322581,66.02193548387096
2008-10-01 14:00:00,124.89815668202765,66.02635944700461
2008-10-01 15:00:00,124.8447004608295,66.03078341013824
2008-10-01 16:00:00,124.79124423963134,66.03520737327189
2008-10-01 17:00:00,124.73778801843318,66.03963133640552
2008-10-01 18:00:00,124.68433179723503,66.04405529953917
2008-10-01 19:00:00,124.63087557603687,66.0484792626728
2008-10-01 20:00:00,124.57741935483871,66.05290322580645
2008-10-01 21:00:00,124.52396313364055,66.05732718894009
2008-10-01 22:00:00,124.4705069124424,66.06175115207373
2008-10-01 23:00:00,124.41705069124424,66.06617511520737
2008-10-02 00:00:00,124.36359447004608,66.070599078341
2008-10-02 01:00:00,124.31013824884793,66.07502304147465
2008-10-02 02:00:00,124.25668202764977,66.07944700460828
2008-10-02 03:00:00,124.20322580645161,66.08387096774193
2008-10-02 04:00:00,124.14976958525345,66.08829493087558
2008-10-02 05:00:00,124.0963133640553,66.09271889400921
2008-10-02 06:00:00,124.04285714285714,66.09714285714286
2008-10-02 07:00:00,123.98940092165898,66.10156682027649
2008-10-02 08:00:00,123.93594470046084,66.10599078341014
2008-10-02 09:00:00,123.88248847926268,66.11041474654377
2008-10-02 10:00:00,123.82903225806452,66.11483870967741
2008-10-02 11:00:00,123.77557603686635,66.11926267281106
2008-10-02 12:00:00,123.72211981566821,66.1236866359447
2008-10-02 13:00:00,123.66866359447005,66.12811059907834
2008-10-02 14:00:00,123.61520737327189,66.13253456221197
2008-10-02 15:00:00,123.56175115207374,66.13695852534562
2008-10-02 16:00:00,123.50829493087558,66.14138248847925
2008-10-02 17:00:00,123.45483870967742,66.1458064516129
2008-10-02 18:00:00,123.40138248847926,66.15023041474655
2008-10-02 19:00:00,123.34792626728111,66.15465437788018
2008-10-02 20:00:00,123.29447004608295,66.15907834101382
2008-10-02 21:00:00,123.24101382488479,66.16350230414746
2008-10-02 22:00:00,123.18755760368664,66.1679262672811
2008-10-02 23:00:00,123.13410138248848,66.17235023041474
2008-10-03 00:00:00,123.08064516129032,66.17677419354838
2008-10-03 01:00:00,123.02718894009217,66.18119815668203
2008-10-03 02:00:00,122.97373271889401,66.18562211981566
2008-10-03 03:00:00,122.92027649769585,66.19004608294931
2008-10-03 04:00:00,122.86682027649769,66.19447004608294
2008-10-03 05:00:00,122.81336405529954,66.19889400921659
2008-10-03 06:00:00,122.75990783410138,66.20331797235022
2008-10-03 07:00:00,122.70645161290322,66.20774193548387
2008-10-03 08:00:00,122.65299539170508,66.21216589861751
2008-10-03 09:00:00,122.59953917050692,66.21658986175115
2008-10-03 10:00:00,122.54608294930875,66.22101382488479
2008-10-03 11:00:00,122.4926267281106,66.22543778801843
2008-10-03 12:00:00,122.43917050691245,66.22986175115207
2008-10-03 13:00:00,122.38571428571429,66.2342857142857
2008-10-03 14:00:00,122.33225806451613,66.23870967741935
2008-10-03 15:00:00,122.27880184331798,66.243133640553
2008-10-03 16:00:00,122.22534562211982,66.24755760368663
2008-10-03 17:00:00,122.17188940092166,66.25198156682028
2008-10-03 18:00:00,122.1184331797235,66.25640552995391
2008-10-03 19:00:00,122.06497695852535,66.26082949308756
2008-10-03 20:00:00,122.01152073732719,66.26525345622119
2008-10-03 21:00:00,121.95806451612903,66.26967741935484
2008-10-03 22:00:00,121.90460829493088,66.27410138248848
2008-10-03 23:00:00,121.85115207373272,66.27852534562211
2008-10-04 00:00:00,121.79769585253456,66.28294930875576
2008-10-04 01:00:00,121.7442396313364,66.2873732718894
2008-10-04 02:00:00,121.69078341013825,66.29179723502304
2008-10-04 03:00:00,121.63732718894009,66.29622119815667
2008-10-04 04:00:00,121.58387096774193,66.30064516129032
2008-10-04 05:00:00,121.53041474654378,66.30506912442397
2008-10-04 06:00:00,121.47695852534562,66.3094930875576
2008-10-04 07:00:00,121.42350230414746,66.31391705069124
2008-10-04 08:00:00,121.3700460829493,66.31834101382488
2008-10-04 09:00:00,121.31658986175115,66.32276497695852
2008-10-04 10:00:00,121.263133640553,66.32718894009216
2008-10-04 11:00:00,121.20967741935483,66.3316129032258
2008-10-04 12:00:00,121.15622119815669,66.33603686635945
2008-10-04 13:00:00,121.10276497695853,66.34046082949308
2008-10-04 14:00:00,121.04930875576036,66.34488479262673
2008-10-04 15:00:00,120.9958525345622,66.34930875576036
2008-10-04 16:00:00,120.94239631336406,66.35373271889401
2008-10-04 17:00:00,120.8889400921659,66.35815668202764
2008-10-04 18:00:00,120.83548387096774,66.36258064516129
2008-10-04 19:00:00,120.78202764976959,66.36700460829493
2008-10-04 20:00:00,120.72857142857143,66.37142857142857
2008-10-04 21:00:00,120.67511520737327,66.37585253456221
2008-10-04 22:00:00,120.62165898617512,66.38027649769585
2008-10-04 23:00:00,120.56820276497696,66.38470046082949
2008-10-05 00:00:00,120.5147465437788,66.38912442396312
2008-10-05 01:00:00,120.46129032258064,66.39354838709677
2008-10-05 02:00:00,120.40783410138249,66.39797235023042
2008-10-05 03:00:00,120.35437788018433,66.40239631336405
2008-10-05 04:00:00,120.30092165898617,66.4068202764977
2008-10-05 05:00:00,120.24746543778802,66.41124423963133
2008-10-05 06:00:00,120.19400921658986,66.41566820276498
2008-10-05 07:00:00,120.1405529953917,66.42009216589861
2008-10-05 08:00:00,120.08709677419354,66.42451612903226
2008-10-05 09:00:00,120.0336405529954,66.4289400921659
2008-10-05 10:00:00,119.98018433179723,66.43336405529953
2008-10-05 11:00:00,119.92672811059907,66.43778801843318
2008-10-05 12:00:00,119.87327188940093,66.44221198156681
2008-10-05 13:00:00,119.81981566820276,66.44663594470046
2008-10-05 14:00:00,119.7663594470046,66.4510599078341
2008-10-05 15:00:00,119.71290322580646,66.45548387096774
2008-10-05 16:00:00,119.6594470046083,66.45990783410139
2008-10-05 17:00:00,119.60599078341014,66.46433179723502
2008-10-05 18:00:00,119.55253456221197,66.46875576036867
2008-10-05 19:00:00,119.49907834101383,66.4731797235023
2008-10-05 20:00:00,119.44562211981567,66.47760368663594
2008-10-05 21:00:00,119.3921658986175,66.48202764976958
2008-10-05 22:00:00,119.33870967741936,66.48645161290322
2008-10-05 23:00:00,119.2852534562212,66.49087557603687
2008-10-06 00:00:00,119.23179723502304,66.4952995391705
2008-10-06 01:00:00,119.17834101382488,66.49972350230415
2008-10-06 02:00:00,119.12488479262673,66.50414746543778
2008-10-06 03:00:00,119.07142857142857,66.50857142857143
2008-10-06 04:00:00,119.01797235023041,66.51299539170506
2008-10-06 05:00:00,118.96451612903226,66.51741935483871
2008-10-06 06:00:00,118.9110599078341,66.52184331797235
2008-10-06 07:00:00,118.85760368663594,66.52626728110599
2008-10-06 08:00:00,118.80414746543778,66.53069124423963
2008-10-06 09:00:00,118.75069124423963,66.53511520737327
2008-10-06 10:00:00,118.69723502304147,66.53953917050691
2008-10-06 11:00:00,118.64377880184331,66.54396313364055
2008-10-06 12:00:00,118.59032258064516,66.54838709677419
2008-10-06 13:00:00,118.536866359447,66.55281105990784
2008-10-06 14:00:00,118.48341013824884,66.55723502304147
2008-10-06 15:00:00,118.42995391705068,66.56165898617512
2008-10-06 16:00:00,118.37649769585254,66.56608294930875
2008-10-06 17:00:00,118.32304147465437,66.5705069124424
2008-10-06 18:00:00,118.26958525345621,66.57493087557603
2008-10-06 19:00:00,118.21612903225807,66.57935483870968
2008-10-06 20:00:00,118.1626728110599,66.58377880184332
2008-10-06 21:00:00,118.10921658986175,66.58820276497696
2008-10-06 22:00:00,118.05576036866358,66.5926267281106
2008-10-06 23:00:00,118.00230414746544,66.59705069124423
2008-10-07 00:00:00,117.94884792626728,66.60147465437788
2008-10-07 01:00:00,117.89539170506912,66.60589861751151
2008-10-07 02:00:00,117.84193548387097,66.61032258064516
2008-10-07 03:00:00,117.78847926267281,66.61474654377881
2008-10-07 04:00:00,117.73502304147465,66.61917050691244
2008-10-07 05:00:00,117.68156682027649,66.62359447004609
2008-10-07 06:00:00,117.62811059907834,66.62801843317972
2008-10-07 07:00:00,117.57465437788018,66.63244239631337
2008-10-07 08:00:00,117.52119815668202,66.636866359447
2008-10-07 09:00:00,117.46774193548387,66.64129032258064
2008-10-07 10:00:00,117.41428571428571,66.64571428571429
2008-10-07 11:00:00,117.36082949308755,66.65013824884792
2008-10-07 12:00:00,117.30737327188939,66.65456221198157
2008-10-07 13:00:00,117.25391705069124,66.6589861751152
2008-10-07 14:00:00,117.20046082949308,66.66341013824885
2008-10-07 15:00:00,117.14700460829492,66.66783410138248
2008-10-07 16:00:00,117.09354838709677,66.67225806451613
2008-10-07 17:00:00,117.04009216589861,66.67668202764978
2008-10-07 18:00:00,116.98663594470045,66.68110599078341
2008-10-07 19:00:00,116.93317972350229,66.68552995391705
2008-10-07 20:00:00,116.87972350230415,66.68995391705069
2008-10-07 21:00:00,116.82626728110598,66.69437788018433
2008-10-07 22:00:00,116.77281105990782,66.69880184331797
2008-10-07 23:00:00,116.71935483870968,66.70322580645161
2008-10-08 00:00:00,116.66589861751152,66.70764976958526
2008-10-08 01:00:00,116.61244239631336,66.71207373271889
2008-10-08 02:00:00,116.55898617511521,66.71649769585254
2008-10-08 03:00:00,116.50552995391705,66.72092165898617
2008-10-08 04:00:00,116.45207373271889,66.72534562211982
2008-10-08 05:00:00,116.39861751152074,66.72976958525345
2008-10-08 06:00:00,116.34516129032258,66.7341935483871
2008-10-08 07:00:00,116.29170506912442,66.73861751152074
2008-10-08 08:00:00,116.23824884792626,66.74304147465438
2008-10-08 09:00:00,116.18479262672811,66.74746543778802
2008-10-08 10:00:00,116.13133640552995,66.75188940092166
2008-10-08 11:00:00,116.07788018433179,66.7563133640553
2008-10-08 12:00:00,116.02442396313364,66.76073732718893
2008-10-08 13:00:00,115.97096774193548,66.76516129032258
2008-10-08 14:00:00,115.91751152073732,66.76958525345623
2008-10-08 15:00:00,115.86405529953916,66.77400921658986
2008-10-08 16:00:00,115.81059907834101,66.7784331797235
2008-10-08 17:00:00,115.75714285714285,66.78285714285714
2008-10-08 18:00:00,115.70368663594469,66.78728110599079
2008-10-08 19:00:00,115.65023041474655,66.79170506912442
2008-10-08 20:00:00,115.59677419354838,66.79612903225807
2008-10-08 21:00:00,115.54331797235022,66.80055299539171
2008-10-08 22:00:00,115.48986175115206,66.80497695852534
2008-10-08 23:00:00,115.43640552995392,66.80940092165899
2008-10-09 00:00:00,115.38294930875576,66.81382488479262
2008-10-09 01:00:00,115.3294930875576,66.81824884792627
2008-10-09 02:00:00,115.27603686635945,66.8226728110599
2008-10-09 03:00:00,115.22258064516129,66.82709677419355
2008-10-09 04:00:00,115.16912442396313,66.8315207373272
2008-10-09 05:00:00,115.11566820276497,66.83594470046083
2008-10-09 06:00:00,115.06221198156682,66.84036866359448
2008-10-09 07:00:00,115.00875576036866,66.84479262672811
2008-10-09 08:00:00,114.9552995391705,66.84921658986175
2008-10-09 09:00:00,114.90184331797235,66.85364055299539
2008-10-09 10:00:00,114.84838709677419,66.85806451612903
2008-10-09 11:00:00,114.79493087557603,66.86248847926268
2008-10-09 12:00:00,114.74147465437787,66.86691244239631
2008-10-09 13:00:00,114.68801843317972,66.87133640552996
2008-10-09 14:00:00,114.63456221198156,66.87576036866359
2008-10-09 15:00:00,114.5811059907834,66.88018433179724
2008-10-09 16:00:00,114.52764976958525,66.88460829493087
2008-10-09 17:00:00,114.47419354838709,66.88903225806452
2008-10-09 18:00:00,114.42073732718893,66.89345622119816
2008-10-09 19:00:00,114.36728110599077,66.8978801843318
2008-10-09 20:00:00,114.31382488479262,66.90230414746544
2008-10-09 21:00:00,114.26036866359446,66.90672811059908
2008-10-09 22:00:00,114.2069124423963,66.91115207373272
2008-10-09 23:00:00,114.15345622119816,66.91557603686636
2008-10-10 00:00:00,114.1,66.92
2008-10-10 01:00:00,102.1,66.96
2008-10-10 02:00:00,95.9,66.72
2008-10-10 03:00:00,92.3,66.16
2008-10-10 04:00:00,90.4,65.96
2008-10-10 05:00:00,91.6,65.64
2008-10-10 06:00:00,100.2,65.84
2008-10-10 07:00:00,118.6,65.64
2008-10-10 08:00:00,125.2,65.96
2008-10-10 09:00:00,125.0,67.28
2008-10-10 10:00:00,126.7,68.84
2008-10-10 11:00:00,128.3,70.52
2008-10-10 12:00:00,130.1,71.4
2008-10-10 13:00:00,128.7,72.12
2008-10-10 14:00:00,128.6,72.52
2008-10-10 15:00:00,128.7,72.44
2008-10-10 16:00:00,129.1,72.36
2008-10-10 17:00:00,130.7,71.68
2008-10-10 18:00:00,132.3,70.72
2008-10-10 19:00:00,137.6,69.56
2008-10-10 20:00:00,142.1,68.8
2008-10-10 21:00:00,137.7,68.2
2008-10-10 22:00:00,130.9,68.12
2008-10-10 23:00:00,121.6,67.28
2008-10-11 00:00:00,110.8,67.2
2008-10-11 01:00:00,100.7,66.76
2008-10-11 02:00:00,94.4,66.32
2008-10-11 03:00:00,90.2,65.8
2008-10-11 04:00:00,88.9,65.4
2008-10-11 05:00:00,90.0,65.08
2008-10-11 06:00:00,92.7,64.64
2008-10-11 07:00:00,97.6,64.48
2008-10-11 08:00:00,107.0,64.44
2008-10-11 09:00:00,120.6,65.32
2008-10-11 10:00:00,127.7,66.92
2008-10-11 11:00:00,130.0,68.8
2008-10-11 12:00:00,131.7,69.96
2008-10-11 13:00:00,130.9,70.96
2008-10-11 14:00:00,129.6,71.8
2008-10-11 15:00:00,129.6,71.8
2008-10-11 16:00:00,128.9,71.28
2008-10-11 17:00:00,128.7,70.36
2008-10-11 18:00:00,128.5,69.2
2008-10-11 19:00:00,132.5,67.92
2008-10-11 20:00:00,137.4,67.12
2008-10-11 21:00:00,133.9,66.32
2008-10-11 22:00:00,127.7,65.36
2008-10-11 23:00:00,118.1,64.96
2008-10-12 00:00:00,107.0,64.24
2008-10-12 01:00:00,96.5,63.6
2008-10-12 02:00:00,91.0,62.8
2008-10-12 03:00:00,87.1,62.08
2008-10-12 04:00:00,85.3,61.6
2008-10-12 05:00:00,85.1,61.28
2008-10-12 06:00:00,87.4,60.8
2008-10-12 07:00:00,92.1,60.32
2008-10-12 08:00:00,102.5,60.6
2008-10-12 09:00:00,119.0,63.08
2008-10-12 10:00:00,128.5,65.92
2008-10-12 11:00:00,128.1,69.08
2008-10-12 12:00:00,127.1,71.52
2008-10-12 13:00:00,131.4,74.12
2008-10-12 14:00:00,136.6,74.8
2008-10-12 15:00:00,139.6,75.76
2008-10-12 16:00:00,140.7,75.56
2008-10-12 17:00:00,142.3,74.52
2008-10-12 18:00:00,139.5,72.68
2008-10-12 19:00:00,136.8,68.96
2008-10-12 20:00:00,144.7,66.72
2008-10-12 21:00:00,141.5,64.8
2008-10-12 22:00:00,130.3,63.8
2008-10-12 23:00:00,116.4,62.6
2008-10-13 00:00:00,102.2,61.64
2008-10-13 01:00:00,91.8,60.04
2008-10-13 02:00:00,87.4,59.16
2008-10-13 03:00:00,85.3,58.12
2008-10-13 04:00:00,84.7,57.32
2008-10-13 05:00:00,87.0,56.48
2008-10-13 06:00:00,96.3,56.24
2008-10-13 07:00:00,115.9,56.0
2008-10-13 08:00:00,121.2,56.24
2008-10-13 09:00:00,120.9,60.2
2008-10-13 10:00:00,121.8,64.2
2008-10-13 11:00:00,124.9,68.76
2008-10-13 12:00:00,127.4,71.8
2008-10-13 13:00:00,129.5,73.92
2008-10-13 14:00:00,133.9,75.6
2008-10-13 15:00:00,138.9,76.44
2008-10-13 16:00:00,144.4,76.88
2008-10-13 17:00:00,150.5,76.44
2008-10-13 18:00:00,150.7,73.72
2008-10-13 19:00:00,149.0,67.48
